# galactic coordinates #
# l(deg)    b(deg)   m_v #
  280.542  4.59729  4.45128903
  254.583  0.310751  5.79350543
  276.439 -10.5252  4.30411556
  319.002 -1.33274  9.55315675
  205.049  9.71728  10.0533078
  298.859  2.46  10.5319096
  241.397 -7.351  7.93335001
  112.469  2.31256  11.6271856
  147.443 -0.440674  15.7709985
  228.97  1.1968  8.2686375
  101.106  0.720556  7.47784465
  267.565  6.91055  4.2554601
  171.294 -0.46749  12.6929178
  299.465 -1.09359  9.26198672
  277.329  1.40411  6.22124831
  265.569 -2.85791  6.02575431
  30.7196 -2.80948  10.5901249
  201.07 -0.601547  11.9686194
  138.82  4.21766  9.7074494
  6.83644 -24.1464  8.80826381
  229.583  0.595669  11.7594733
  117.947  5.079  12.6737952
  44.8559  2.67181  9.02770769
  184.954  5.66675  10.0048077
  121.28  30.3429  5.82828449
  35.9787  3.72797  10.4853235
  5.71589  4.87368  9.99760515
  268.665 -0.0770911  2.92993025
  280.569  8.07286  2.39490436
  286.709 -2.96635  7.6916011
  213.021  4.36606  6.99457277
  308.158 -2.43206  8.29646127
  56.9443 -1.64726  10.3963338
  243.156 -4.0899  9.45392118
  295.509 -30.1665  5.52399257
  246.69 -11.4255  6.876927
  112.075  1.52269  13.6605922
  232.625 -4.85241  9.91455493
  6.9595  7.46012  9.43491106
  325.838  1.55882  12.8929799
  204.652  2.65613  13.2348959
  221.077  2.29412  10.4021292
  256.54  1.55941  8.79194737
  347.332  10.1838  9.22505409
  155.342  0.263229  14.8220107
  192.81  14.2543  9.94429797
  25.9024 -3.60694  10.7321372
  339.746 -1.19767  9.93056722
  329.95 -7.74585  9.58778516
  68.6394 -0.84481  10.708588
  170.279 -26.7661  7.89837009
  337.966  2.06831  11.384578
  23.9973  2.62743  12.2167031
  79.7644 -14.391  3.67548999
  313.185 -9.67146  9.79122533
  188.681 -0.620552  12.4385608
  285.242  2.67824  6.10928055
  298.1 -6.14986  8.22222211
  326.698  2.28989  10.2956404
  22.6915 -0.661356  15.0764961
  176.992  6.91424  7.05291351
  164.263 -14.7371  8.49445231
  59.6541  0.539505  7.76889802
  200.18 -3.13804  9.31553201
  212.031 -13.3714  11.6467166
  47.5621  3.56251  6.45706683
  142.024  9.87578  12.4449056
  292.324  5.89193  5.6118211
  158.386  0.370207  13.1711939
  219.964  3.18534  11.088831
  15.9658  19.9635  10.1486164
  91.6912  10.9496  3.52278393
  180.386 -1.10221  14.2749666
  173.739 -9.50517  10.4827677
  215.244 -2.89455  12.0393907
  43.718 -2.41164  11.0516657
  113.624  8.71991  7.6928716
  307.803  4.33821  11.1636077
  101.977  0.57407  8.99642337
  211.227 -0.339138  12.8676902
  290.244  0.973564  9.70843708
  358.493 -2.46077  13.5958495
  17.5291  3.05588  10.6444254
  203.69  1.23906  13.8121954
  253.753 -4.06028  8.72093242
  340.741 -1.95263  12.376537
  250.379 -0.087951  8.81732659
  60.8653  0.968481  7.85987965
  317.55  1.1868  10.5005381
  77.9339 -2.56421  6.55741013
  243.795 -0.770956  8.18333053
  325.599 -19.5634  7.96028719
  208.295 -39.7791  4.73286259
  123.8  8.27243  5.60733356
  142.08 -4.47021  11.6441935
  257.085 -0.353773  8.1772477
  294.185 -4.45794  9.91633633
  150.115 -1.00737  13.5326586
  164.377  48.0902  4.15152492
  249.489  16.7323  8.06023186
  163.604 -4.00504  10.5374399
  265.623  0.384819  5.97128092
  350.34  20.7105  10.3951964
  344.347  0.750776  11.7473114
  89.2934 -5.03531  2.09921973
  43.5174 -0.698364  13.2842637
  175.783 -12.2711  19.7313866
  73.118 -5.74864  7.79607456
  234.181  0.318386  12.7506583
  78.3506 -2.21005  5.62825696
  85.5357 -14.695  4.51316846
  242.993 -51.5677  3.90092732
  214.555  1.4981  10.87055
  237.587 -1.44347  13.6005442
  168.325  14.7311  8.31263459
  231.118  31.2112  6.92589239
  5.90975 -8.14815  11.4442881
  256.896 -1.55291  8.15943403
  93.963 -0.475718  7.14365507
  257.649 -10.2728  7.54870269
  87.3408  1.71741  3.43824525
  34.0547 -0.556417  11.8749273
  5.5488 -1.79053  14.6738573
  26.2388  4.91793  10.8281691
  312.19 -5.6675  9.71809791
  205.766  2.60429  10.8312199
  187.931 -3.10773  10.8111763
  331.206 -0.481214  12.1781868
  207.918  27.2408  5.18127749
  321.939  3.2648  10.8316144
  279.8  5.71892  7.78159675
  203.404  0.848111  11.5476982
  324.741  5.83815  9.48746872
  167.775  2.97863  9.9022661
  333.435  0.74912  14.7353174
  81.8403 -7.34055  5.57087833
  222.874 -5.99491  8.75696813
  135.129 -1.81676  11.1216808
  90.9805 -6.54828 -0.134403257
  230.582 -11.6  5.32509286
  291.033  0.740167  7.20455091
  116.356  1.31761  9.27568737
  67.8362  3.25786  7.37796735
  354.415  8.4075  10.4648177
  63.249  9.56592  8.02378175
  10.7537 -25.2906  8.89617607
  217.825  3.65742  8.60887615
  247.346 -0.837461  10.9160316
  359.01  5.26905  11.7385419
  342.486 -4.24786  9.9976625
  40.1311 -5.2931  9.29207321
  7.63815  2.02515  11.1310176
  340.729 -18.5989  8.60889807
  278.493  4.04339  5.90667665
  178.84  17.6846  9.19227309
  6.70894 -3.66863  9.97540233
  240.807 -1.74995  13.0361201
  270.533 -8.78803 -0.0415285423
  95.9514 -2.15112  6.57341102
  254.325 -2.3865  8.718856
  68.5387  0.679656  8.18933745
  103.801  12.233  7.56200943
  294.688 -1.35332  12.8436525
  135.5  1.14052  11.8041908
  37.1803 -6.9583  7.47942096
  19.7778 -1.20189  11.7251475
  20.3234  0.133445  9.498533
  13.1902 -3.28481  10.10423
  26.4002  1.26946  11.0593951
  306.046 -2.80364  8.95963488
  68.179  1.80971  8.94344417
  359.883  0.936503  10.4159896
  67.2598  6.07382  7.60905882
  56.0807 -3.03683  8.23161819
  90.8662 -2.18224  1.46253272
  42.4966 -16.6489  8.52423678
  228.937  6.09037  9.27620848
  257.096 -15.3712  7.68730187
  3.86914  0.757131  10.8549204
  171.915 -1.74726  12.4324034
  212.395  7.19288  8.61995211
  34.8825  9.6016  9.50800223
  325.897 -10.9332  9.07453344
  168.482  3.08819  12.1985407
  250.056  1.01468  8.51048102
  163.897 -3.26841  8.62956395
  162.872  68.1359  3.87142177
  344.772  11.4663  9.53091347
  198.57  13.7061  9.18279587
  0.592533  3.38562  11.0153402
  177.876 -2.1362  10.7892078
  350.868 -1.06453  9.26329584
  217.339  11.5903  8.6994075
  93.3832 -8.27565  7.78142596
  137.485 -5.1857  9.91562747
  291.783 -1.81992  9.68864234
  237.081  1.23374  13.8770791
  128.288 -0.916716  13.0045164
  230.526 -18.7899  4.71065954
  39.581  16.7118  8.92550513
  179.141  4.50068  11.3124586
  45.2716 -5.60859  10.1377902
  261.721  0.61152  6.45170711
  236.435  0.289187  14.9050039
  58.1851  0.0921226  11.2577528
  234.121 -3.60385  7.65157142
  315.526  2.58653  10.130469
  326.995 -3.96583  8.18290574
  352.481  4.36109  11.7590308
  163.402  4.53206  9.55967706
  266.643  12.3012  2.96602277
  150.475  5.16037  10.9722844
  109.473 -3.1281  7.74784102
  197.037 -1.09315  12.7859353
  85.8988 -4.24572  3.78109903
  332.562 -2.35906  10.524772
  46.0051 -20.8505  9.37844251
  163.796  9.28141  9.64435617
  306.185 -3.40143  7.47068742
  353.641 -1.45389  11.2992741
  159.855 -2.52508  9.98316212
  207.926  2.09541  11.5569797
  68.1106  13.7283  5.96303183
  267.456  16.1786  0.384339259
  68.1785 -7.74426  7.82335518
  350.628 -1.54145  9.59712062
  359.299 -2.39545  9.47360332
  60.1825  1.15329  9.40515691
  264.356 -2.1795  7.61419254
  300.526  6.06991  8.43699213
  22.7192  18.4698  7.84276575
  202.832  1.1136  14.3212001
  191.655  23.8857  8.13231761
  299.776 -8.67446  9.00648878
  120.112 -9.17532  7.0419294
  283.751  6.58492  7.94888023
  260.16 -4.64158  6.01907455
  332.069 -10.9071  7.91894556
  231.811  2.36237  13.312928
  8.7022  1.70354  10.5079973
  324.184  2.87493  9.29112239
  275.525  1.53693  7.31729925
  278.237 -0.186468  8.97367268
  125.374  0.0858209  12.4595127
  345.075  1.70729  12.7816052
  128.729  10.2015  9.94028422
  345.219 -2.15566  12.5993207
  70.6348 -2.20897  16.2832494
  327.828 -7.38146  10.6349717
  341.347 -8.73884  8.27005945
  299.702  1.39799  7.87951109
  207.464 -1.36261  21.1753863
  237.449 -0.916114  15.8423071
  156.096  7.77384  8.88680087
  46.8069  1.55841  8.90256805
  222.593  4.44274  10.1930549
  338.864 -0.936094  12.7997988
  141.203  4.95235  10.3961377
  258.221 -22.6696  3.93726577
  201.598  11.0916  8.53760979
  117.908  1.7833  10.3538168
  358.131  3.68885  12.312075
  254.626 -13.0956  6.64887716
  172.069 -40.2268  9.04602896
  287.441 -0.290603  12.2376431
  21.8144 -4.44474  11.2794471
  273.393  18.3196  2.01852425
  248.878  2.52733  4.32939921
  67.9339 -28.6548  4.27153426
  293.768  4.20691  9.38190685
  242.661  0.274224  17.2082117
  221.355 -7.67896  9.44344804
  11.2158 -0.0867271  10.993482
  60.5513 -0.558972  9.29904069
  290.756 -16.3494  6.95086527
  266.177  1.12481  4.16657406
  249.224  7.38331  8.97019528
  14.0391  4.1779  12.0852771
  60.5955  5.74251  5.55222337
  173.765 -6.45235  9.74226575
  291.081  0.946228  8.13997278
  290.682  8.13998  6.53783106
  18.7554 -10.4459  8.96999755
  59.2313 -8.59216  8.07596783
  16.5836  1.26456  11.0088387
  35.8182  1.82573  10.761324
  208.918 -2.62653  14.9934339
  240.663 -11.0249  7.72746058
  86.9396  18.9412  0.325307966
  248.186  0.041749  11.193084
  246.439  8.51341  8.15814863
  199.729 -2.99894  9.19426115
  185.419 -6.43153  9.63109687
  168.916 -3.35352  10.5940447
  197.954  13.1156  7.74139454
  210.144  20.0825  6.03595571
  16.6045  5.17655  9.14882837
  301.792  5.98145  10.1869467
  7.99269 -6.58953  10.4100742
  294.16  3.28045  8.5440152
  213.654  2.46588  6.87901422
  250.656  39.6815  3.21178972
  142.486  10.7128  11.4530502
  344.668  5.04201  9.98503268
  230.438  1.26013  13.7758586
  216.29 -0.797003  12.8633941
  325.485 -8.86775  9.12844579
  1.63174 -2.44975  10.4032277
  254.51  0.113558  8.99451016
  7.20777  0.303555  11.9096482
  215.941 -14.7373  13.3244312
  326.414 -3.09822  9.39968371
  209.138  0.297585  12.9177742
  184.355 -9.62542  9.12666295
  108.696 -19.9824  6.92045811
  39.544 -4.36135  10.5805577
  198.567  0.228019  12.2913743
  45.9419  3.69811  9.65668847
  31.9391 -0.659092  9.86594879
  321.383  3.22121  11.407976
  110.534 -21.1426  6.82940462
  91.9707 -0.41844  4.84001626
  292.354 -28.6275  5.4422634
  29.3391  3.0334  12.5746022
  335.449  4.69031  9.24433267
  280.044 -4.34593  7.87694153
  41.5077 -3.06225  10.6427432
  300.871  23.9732  6.57991894
  25.0184 -1.32659  10.3012723
  22.0118  3.29028  10.4139586
  187.237  3.24708  9.56957649
  84.0864 -52.6631  2.87046665
  319.774 -8.61236  7.88174526
  270.353  21.9659 -1.71280534
  106.039  18.9342  3.16544863
  237.156 -10.1417  6.55172647
  35.2473 -3.07023  10.9391659
  142.277 -6.16949  10.4659487
  202.881  8.03341  9.51703374
  284.038 -1.79234  6.59401584
  139.142 -2.16524  11.9773644
  35.2091 -9.99396  9.64015896
  42.3457 -1.95834  10.0671643
  301.123 -1.95777  10.1028066
  303.761  1.17615  4.9893818
  17.1604  2.42374  10.2458867
  59.5642 -0.20617  11.6796682
  71.4377 -2.60097  14.133583
  154.463  0.90069  13.2483356
  314.517  18.1116  8.11823271
  331.944 -50.0082  6.81921012
  185.793  5.62122  9.44094148
  236.487 -13.6532  8.63848389
  311.812  13.4396  7.56591968
  124.127  5.53139  7.60321626
  58.2479 -1.19673  8.59747971
  210.621 -2.23266  11.648236
  94.9386 -4.27521  5.31762173
  16.4628 -13.161  8.09982915
  113.461  7.74976  9.49931195
  26.0688  0.735627  10.7926106
  108.907 -44.8229  4.88156518
  143.808 -6.74734  11.4219352
  305.838  10.8044  8.0638037
  348.835 -0.870941  11.4901043
  223.45  16.1262  6.32924216
  104.72 -2.39531  8.08860453
  216.082 -11.6941  12.019555
  86.9724 -0.0913861  6.52890719
  341.71  0.863639  6.72355098
  258.718 -0.700558  6.48028443
  337.917  0.270372  13.32389
  359.407  0.155849  19.3024751
  349.539  2.68201  11.8920673
  309.845 -0.234282  8.94397771
  182.399 -19.055  8.90709765
  235.874 -7.56666  7.44258981
  348.868 -5.55924  9.96583665
  232.469  0.744549  19.3112793
  135.265 -8.67468  9.22344934
  351.98 -6.4143  10.0005949
  34.8705  2.41933  7.06010403
  354.475  1.09913  12.8383558
  299.497 -5.05835  6.3282554
  269.057  8.3214  0.924121405
  230.308 -3.94081  8.54634038
  240.72  2.39246  11.2395804
  302.665  6.54653  9.07998306
  280.804 -4.45298  6.95724284
  331.371  1.45941  11.2430261
  254.114 -0.29405  9.64691044
  222.03 -0.505758  12.5383378
  38.0489 -5.70131  9.8491624
  243.95 -3.85525  7.63830224
  59.7888 -0.0160464  10.9225618
  156.783 -5.19341  11.2436046
  25.6946 -23.1537  5.02304435
  276.89  5.35527  1.55815772
  315.039 -10.9478  8.68643351
  324.564 -0.0363962  11.2644662
  13.6684 -8.91936  11.0632757
  200.258 -7.39431  8.96853041
  270.245 -1.04099  2.44513573
  66.1358  0.76934  9.436388
  183.519  42.3376  5.92930625
  255.061  8.18125  7.15228451
  254.886 -7.67202  5.00208549
  288.532 -3.69135  9.02868527
  214.557  14.2317  6.6816483
  306.847 -3.15559  8.14454001
  101.945 -0.537817  8.46178013
  252.391 -16.0666  7.26315429
  96.9647  1.62887  7.82129891
  266.455 -7.87548  4.38167097
  119.237  3.17718  11.860806
  17.0843  11.228  10.1148024
  332.564  2.88727  12.1985528
  194.58  5.56025  6.0503507
  252.826 -1.13059  7.60094939
  280.828  5.34815  5.68688521
  106.409 -6.95341  6.36569473
  208.102  2.28219  13.5029373
  256.012  4.41685  9.28641619
  257.691  1.63966  8.89447008
  57.5492  50.1674  4.87674216
  296.038  4.49759  7.70108455
  321.624 -2.04147  9.65056137
  49.9268  1.83809  8.41154793
  260.658 -3.30828  6.82099206
  297.067  2.63224  9.47400522
  310.011  12.1995  7.33372085
  29.8962 -6.71832  8.90052749
  337.169  0.713396  11.1736335
  155.758  6.74402  9.17553702
  269.677 -1.40568 -1.3715349
  177.975  2.86195  8.46491677
  205.012 -2.60231  14.8871146
  99.6743 -0.535071  7.98025333
  194.239 -2.25402  11.5867606
  196.5 -9.55843  9.63984115
  330.058 -10.8508  10.0992197
  206.76 -0.613254  11.5562852
  196.6  2.00168  8.99105976
  233.007  4.74033  9.41378985
  72.9075 -5.67178  8.7701498
  83.3987  6.68563  4.54416194
  166.582  20.3849  6.16277421
  128.349 -4.24831  11.0702038
  351.888 -1.26148  13.7323613
  359.811 -0.26998  21.1818927
  134.683  17.7871  5.73464026
  76.8859  1.72969  5.30021125
  294.588  3.04274  9.18917534
  188.495 -0.571267  12.2266924
  288.957  9.43369  7.54888475
  2.54093 -2.58711  8.8645124
  258.925  11.928  6.40981798
  6.61578  2.04301  12.4053347
  113.855 -4.84042  9.0485744
  13.3835  36.8152  9.11219369
  107.726 -9.42409  8.49122314
  7.77984 -1.63905  9.46178211
  66.4997 -28.9279  6.40576058
  267.854  4.25659  2.55830124
  110.541 -3.75868  9.36902947
  219.792  2.40043  10.6068024
  270.086  2.38354  0.304189224
  164.704 -3.83782  7.07928444
  301.557  1.07611  10.2388876
  216.726  30.2092  6.62830923
  153.667 -0.309367  14.9894353
  140.459  5.72479  10.0591178
  38.3484 -2.91617  8.85744135
  112.992 -18.9938  5.79961053
  59.5351 -3.49871  8.89139662
  240.987 -0.622509  10.6781521
  196.401  3.81899  10.5297854
  218.503 -6.11118  9.03346627
  197.789  0.945724  11.2097135
  249.689 -70.6034 -0.0559053281
  260.987 -1.11466  6.14327592
  212.107  1.632  11.3247157
  128.408  2.27673  9.608189
  138.551 -14.0382  8.7290368
  80.4039  1.80795  5.64030103
  124.692 -4.36056  9.44404228
  282.14 -1.94394  14.7641681
  193.155  26.246  7.44408649
  96.3009 -0.560625  7.07408727
  341.802 -2.30517  8.60792188
  222.752  73.232  2.15615655
  249.061  4.59316  9.12913612
  226.495 -2.231  10.1825641
  153.433 -5.1656  9.64060421
  159.815 -1.1887  11.9848803
  310.567 -1.86905  9.1797677
  303.999 -2.54818  10.6641909
  329.904 -27.9932  8.26847145
  45.0579  2.73383  7.75380802
  171.001  8.69884  10.1955507
  22.2042 -0.104795  11.1807841
  228.477 -1.65708  10.5259877
  43.6896  3.74012  9.18278157
  144.094 -0.600015  12.7210012
  0.797439  3.37463  9.75223059
  151.396  8.39826  11.3688339
  114.062 -1.97909  11.175437
  295.821  2.65984  7.67063933
  337.756 -18.8551  9.99032152
  54.8537 -0.303381  9.43732309
  111.44  2.79811  10.078285
  358.106 -1.60314  11.1470432
  34.435  8.72792  8.9733676
  215.634 -11.6476  10.31574
  231.144 -4.02891  10.1044835
  301.924 -4.01928  11.0519232
  284.26  5.24525  7.83097493
  134.728  18.0186  6.229841
  330.904  1.49039  11.2237796
  259.292 -3.59474  7.03540981
  244.769  0.0833468  15.6082207
  111.967 -4.64597  9.28927389
  161.533  1.90387  12.5560156
  277.476  16.1989  4.35785071
  167.817 -19.9929  11.7492708
  115.28 -0.0182197  9.901261
  5.30673 -13.3705  11.3943722
  254.073  1.13511  7.26477035
  267.408  18.5396  0.480655195
  149.262 -4.52268  11.4300134
  115.998  0.717439  11.373499
  176.577  3.41357  11.1638032
  169.555  1.06946  11.8336079
  206.992 -3.85171  11.3343498
  284.79  30.6789  5.37378991
  142.784 -0.732041  14.0330291
  113.38  4.86912  9.42368544
  35.4709 -7.00355  8.98468118
  34.4687 -4.492  9.52109874
  179.653  3.17755  9.37833917
  236.745 -8.90778  7.69582334
  231.434  0.857286  17.7913464
  232.833 -6.0049  8.39463957
  273.041  3.56023  4.57424569
  321.022 -5.51077  7.82069112
  209.327  0.181451  12.537972
  323.093 -9.15789  9.55464646
  39.4109 -3.7856  10.0358498
  37.8718  0.109342  13.0522648
  270.273 -3.37282  1.45425345
  24.0237  0.0208221  15.0410129
  131.476 -1.16695  12.622021
  165.962 -1.04279  11.4360776
  116.811  6.69462  7.973564
  342.065 -4.69643  8.29984316
  9.34285  2.4776  10.8107159
  229.188  16.3178  8.26780079
  299.685  5.79424  8.83523077
  152.343 -6.12636  11.0932379
  256.813  13.5382  4.77980348
  336.667 -33.614  7.25242308
  258.24 -4.00014  8.09903314
  229.574 -1.61589  11.1222845
  27.4283 -7.7427  10.2966054
  233.745  1.6374  15.6995955
  178.477  4.08644  9.84329504
  321.67 -30.9619  6.44255688
  195.743 -1.73227  11.580226
  98.9611 -0.71844  8.09539154
  242.768 -3.22388  11.8035488
  280.049  3.75796  4.88410059
  247.961  4.25446  4.55904398
  14.6031 -0.266551  12.7728885
  278.852 -3.92917  6.75919425
  326.727 -7.85302  10.2259657
  297.01 -9.0259  8.62359394
  138.961 -7.85383  9.99847549
  326.566 -24.1317  8.29891049
  124.648  0.7065  10.3604714
  33.6941 -2.81043  5.9502136
  109.556  2.40525  11.5365753
  326.189  2.75601  10.4019622
  176.31  1.7645  12.9260492
  59.7087 -1.08797  7.92069598
  296.494  0.410751  7.58669549
  235.819  1.8767  13.5509222
  248.362  4.83048  8.63650539
  117.101  3.13504  12.1857665
  281.096 -2.3283  18.018537
  189.992 -9.40494  11.4075978
  69.8334 -8.26018  7.65372959
  356.72 -14.6913  8.18352729
  197.173  5.84743  8.9712937
  287.544 -14.5955  4.97192477
  274.333 -5.34975  5.64574273
  127.216 -11.2304  10.2393301
  328.163 -3.3629  9.74522381
  133.967  0.771081  23.4136413
  280.529  2.89288  8.90792696
  258.904 -0.00792569  7.04556378
  43.4158 -12.3578  8.50636479
  277.224 -36.2162  5.97417858
  357.9  2.35611  10.9896984
  347.093 -3.37284  11.0048467
  85.4955  0.303493  6.40628838
  243.14 -37.6431  6.07239265
  330.33 -0.502739  10.8700981
  180.398  3.30693  8.16515666
  71.7725 -2.01326  15.1738808
  92.343 -0.159608  4.37065111
  72.2813 -26.0718  2.52371431
  135.266 -0.947253  14.3929399
  226.599 -5.0194  9.37781415
  98.1564 -1.1964  6.80503963
  102.631 -5.97304  4.33236731
  236.036  10.4704  8.79977316
  188.462 -2.86218  7.07917521
  99.1049 -1.06234  7.31804702
  61.8199  5.56092  7.05345639
  147.393  3.1503  10.4471646
  341.311  6.19761  12.1640387
  87.3988  5.78851  3.14156407
  257.165 -7.62305  6.7284722
  35.1986  14.5415  10.8186897
  41.4515  3.196  9.89032617
  90.2784 -1.55608 -4.10119728
  23.0093  0.0416099  14.2297996
  87.7322 -0.221547  3.89031206
  121.265  0.156957  10.4119467
  206.789 -9.12614  10.8408675
  197.314  5.37202  6.92811471
  206.756 -5.70053  11.1502838
  194.793  2.00501  10.4661142
  60.425 -8.91378  6.58304433
  133.882  4.75822  8.88279525
  138.69  4.27323  9.12053565
  257.409 -5.40961  7.94421606
  245.787 -11.4404  7.19322641
  154.819  2.48182  13.4175766
  105.902  0.484618  7.82032205
  191.518 -28.5454  9.53689901
  96.7656  3.85051  5.3378294
  11.8821 -4.41336  12.187072
  86.9686 -4.08667  4.66972667
  284.278  2.2525  8.88975752
  183.785  3.67781  8.68119204
  314.105  4.06195  11.0628399
  250.229 -13.6645  6.17924607
  150.761  2.24123  10.0780003
  171.52 -4.83806  10.0268314
  277.166 -1.53689  7.37958875
  16.2171  1.42759  11.3633766
  79.0888 -28.3714  4.32181426
  335.21 -10.8534  7.63654715
  139.695 -3.82962  10.7402521
  33.992  2.98712  10.9417539
  141.36  26.6605  6.0776364
  33.2274  0.124196  11.1260144
  348.234 -2.76657  9.73630466
  212.043 -6.12804  11.6178099
  105.063  0.448027  11.2182631
  338.092 -1.06103  10.2223267
  29.2721 -0.804268  11.8912611
  313.715  1.01694  12.3314165
  85.6664 -2.71982  4.72069312
  313.435  8.18608  7.88100835
  64.6263  38.8666  1.76865692
  11.3309  6.44306  10.431828
  109.276 -5.14732  9.00376707
  352.356 -0.232088  12.2195427
  43.8174  7.65508  10.559277
  168.92  9.15759  7.55736431
  17.0787  17.2023  10.3647357
  8.40865 -2.06967  9.4965267
  121.693  6.00692  7.20797963
  280.387 -10.4061  6.72308544
  4.15511  7.56579  11.5957937
  210.134 -0.45987  10.5974491
  129.714  6.03374  8.95308036
  99.7792 -3.96822  5.25242931
  138.726  14.1228  9.10991862
  142.202  6.32813  8.13008606
  315.311  2.80112  9.33188844
  119.982 -1.42445  9.66363247
  228.615 -9.17295  8.04789676
  130.843  8.5249  8.58085512
  202.3  1.83678  15.608733
  41.4145 -1.21692  11.986054
  96.6723 -3.63721  5.16387077
  217.298  9.36154  10.0915002
  213.476  2.3392  9.84957284
  93.9087  3.13121  7.86949274
  24.7852 -0.500757  9.03672786
  299.408  0.722936  13.4595911
  333.294 -24.4661  7.59696681
  62.8183  0.881107  9.73829144
  341.63  8.82258  7.9939478
  95.0813  11.3927  3.98694371
  197.61 -7.14581  11.3790399
  33.0066 -3.74917  6.18402408
  290.705 -0.357535  8.98681797
  147.891 -2.01115  11.6478156
  143.052 -2.21299  11.5574611
  132.329  2.00469  9.38198619
  268.498  4.48987  1.09579523
  213.665 -7.3591  8.65458064
  241.53  6.04794  7.59779354
  149.684  2.83672  11.908545
  203.914 -3.6706  8.36645853
  250.645  11.3216  6.91477357
  3.54809  3.25366  10.8859373
  2.71906  2.8622  8.42788001
  203.918 -10.5187  14.9525736
  56.7924  1.53162  8.62846321
  109.415 -3.38135  7.83277919
  279.867 -5.12592  4.52009519
  42.5305  12.9293  9.65516749
  268.317  0.964577  2.21830485
  285.63  1.35565  16.0873357
  135.06 -2.00341  9.65416433
  323.454  14.7228  7.53029908
  166.181  2.24994  10.6101062
  151.305 -24.0406  4.98356912
  28.1606  11.7392  8.93448838
  244.052  42.5488  4.41467526
  148.283 -47.2714  5.34698902
  335.277  8.43841  9.66378804
  140.848 -8.51087  9.94390851
  155.258  10.9663  10.1094297
  120.055 -0.354828  10.5099494
  102.654 -16.1524  4.97776067
  97.0913  1.22409  5.95109856
  135.86 -7.0558  9.39943626
  198.056  4.41309  9.27326295
  146.283  2.50409  10.1355476
  151.063  3.62269  11.4239389
  215.904  3.56591  10.1116109
  291.931 -2.76719  7.05725947
  81.0305  55.7362  0.407476251
  141.227 -0.40932  16.0407459
  37.3351 -2.27165  12.011039
  65.8457  25.7812  6.49132528
  29.9965 -1.18179  11.3844496
  23.8431  1.7328  10.5059213
  83.0981 -2.71192  7.56914125
  221.334 -33.8458  5.33000687
  294.882  5.09041  7.99087481
  43.3898 -5.65187  9.59154604
  194.286 -2.18818  12.2535621
  4.92086  3.40862  11.6671254
  123.251  52.9343  2.64927938
  53.8347 -6.88567  9.33414825
  266.837 -1.80831  3.99930871
  338.491  12.8012  9.99443274
  188.299  2.55767  14.5036578
  83.5017 -7.749  4.02351269
  80.1197  2.86633  7.52229172
  224.701 -2.36471  20.3375753
  209.215 -2.56231  14.2363791
  240.831 -3.45393  8.71073667
  74.0363  6.79659  7.56058451
  81.9  34.0153  3.04287998
  95.7581  0.616728  7.4282471
  215.957 -5.97138  9.26898486
  78.1702  15.9997  4.86247635
  43.0053 -6.45683  10.4935893
  39.4161  0.949508  11.877097
  241.185 -26.869  5.68557219
  28.2223  33.1487  5.54503257
  204.772 -2.19418  12.722581
  203.884  1.5679  12.1048546
  173.98  1.09007  12.1973042
  108.46 -2.40652  11.2275124
  346.384  5.62152  9.99645679
  113.256  6.8495  9.30408007
  255.365 -4.42273  7.88508885
  236.027 -20.5838  7.17294829
  27.1119  7.76315  9.20037003
  161.188 -1.64808  8.67301992
  181.889  15.3952  5.89447516
  328.873  29.0586  6.83266909
  91.5522  40.7277 -1.11018953
  217.031  1.19597  13.2219341
  312.278 -4.31137  9.32935928
  281.045 -7.63958  5.8722484
  131.759  2.65728  7.79810841
  201.259  7.79284  10.2370746
  217.814  1.40158  9.34896547
  138.009 -5.06187  8.5764657
  333.953 -15.1511  8.43608687
  305.999  35.5522  5.76780257
  189.832  3.34421  11.0627558
  44.6239 -7.2245  9.28710606
  244.96 -0.502959  10.1945789
  323.281  1.78311  9.45986276
  226.092  10.2135  8.34524256
  58.3446  7.8706  8.00574155
  64.66  5.49426  8.72282088
  17.9417  0.513795  11.2078271
  3.12108  7.17368  8.98699463
  231.581  0.191275  19.0101493
  355.664 -5.22758  10.9654396
  224.084 -3.86673  13.1872974
  313.708 -7.23791  9.32576512
  357.759  24.1727  5.87370883
  161.418 -3.06195  9.57546678
  96.9758 -0.421537  8.55078551
  314.105  2.08505  11.3592506
  317.597  15.7334  9.14456179
  191.031 -45.3459  6.93997524
  237.009 -16.3033  4.64652977
  218.943  0.918511  11.5146562
  264.149  0.41439  6.67835692
  111.567  0.229394  15.3302666
  159.695 -3.02282  9.6671998
  42.5095  0.467602  9.59183551
  97.2163 -1.75357  5.55008832
  36.8498  0.355292  13.8284631
  351.094 -7.0663  8.09290831
  202.543  6.07146  8.51502299
  235.114  2.02496  14.3145601
  315.704 -46.3358  3.02440602
  124.659 -42.0047  6.38941199
  180.233 -12.0833  10.9634162
  236.383  2.33537  12.3351406
  73.9376  4.30744  7.63778641
  254.589 -25.088  5.42643023
  113.699  9.46551  7.63262933
  102.731  1.42701  8.60094713
  349.627 -17.6057  8.51486047
  194.596 -0.0906104  14.6918815
  68.8084 -1.51355  8.702798
  82.0506  24.228  4.07163441
  271.298 -10.7991 -0.221726783
  63.2218 -0.363876  10.151388
  311.299  15.7661  7.99369388
